Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
11476,1,0.540378101,54y,0,0.527795128,1600.0,9,0,0,0,1.0
32592,0,0.523448137,37y,0,0.498300068,25000.0,11,0,3,0,2.0
44738,0,0.082071121,55y,0,142.0,,6,0,0,0,0.0
17950,0,0.943568096,90y,0,0.1744548289999999,1604.0,2,0,0,0,0.0
122783,0,0.137374414,34y,0,0.09810273,2160.0,5,0,0,0,1.0
89006,0,0.485378049,49y,0,0.656147809,6115.0,15,0,1,0,0.0
112477,0,0.898203593,21y,0,0.005369682,2420.0,1,0,0,0,0.0
131629,0,0.969079429,48y,0,0.431174314,9000.0,14,0,1,0,4.0
58956,0,0.045148997,89y,1,0.036661112,6600.0,17,0,0,0,0.0
81089,0,0.10158764,59y,0,0.581391334,5792.0,10,0,2,0,0.0
138815,0,0.039029515,57y,0,0.116513669,19825.0,14,0,2,0,0.0
87759,0,0.9999999,26y,0,34.0,,1,0,0,0,0.0
143371,0,0.018884355,55y,0,0.308263882,9958.0,12,0,1,0,1.0
99747,1,0.9999999,43y,1,0.240474703,1600.0,3,4,0,0,0.0
20485,1,0.257595316,67y,0,0.446258957,6000.0,18,0,1,0,1.0
5233,0,0.129132577,70y,0,0.668777074,3000.0,8,0,2,0,0.0
67398,1,0.55746007,47y,3,0.393866216,4140.0,9,0,2,0,2.0
9948,0,0.8276239809999999,45y,1,0.354779727,17500.0,12,0,2,0,2.0
35864,0,0.144638551,48y,0,0.40200563,5683.0,5,0,1,0,1.0
79624,1,0.396461935,59y,0,0.8278795809999999,4583.0,16,0,0,1,1.0
91883,0,0.11655536,64y,0,0.0152315819999999,3216.0,5,0,0,0,0.0
63944,0,0.0,31y,0,692.0,0.0,7,0,0,0,0.0
75203,0,0.970140845,44y,0,0.643106457,3437.0,5,0,1,0,3.0
68508,0,0.9999999,28y,0,0.2096168289999999,1330.0,1,0,0,1,1.0
100545,0,0.060439219,57y,0,0.364403955,9000.0,19,0,2,0,0.0
24045,0,0.239549032,34y,0,0.4825424279999999,9250.0,8,0,2,0,0.0
89449,1,0.148284391,57y,0,0.10953589,6700.0,9,0,0,0,0.0
19192,0,0.054126768,56y,0,0.16399159,19500.0,14,0,2,0,4.0
23007,0,0.0195476539999999,38y,0,0.419525583,5100.0,15,0,2,0,1.0
5139,0,0.127382988,75y,0,0.3702341779999999,5166.0,6,0,2,0,0.0
104486,0,0.0,59y,0,0.375249944,4500.0,8,0,1,0,0.0
41456,0,0.865758755,42y,3,0.616890023,4700.0,8,2,1,0,4.0
92674,1,0.9999999,49y,1,0.227059326,2342.0,1,0,0,0,0.0
120001,1,0.914034386,55y,0,0.523095381,3333.0,5,1,1,0,2.0
117317,0,0.9999999,32y,3,0.310980865,5800.0,8,0,1,3,2.0
141216,0,0.9999999,89y,0,0.0,,5,0,0,0,
144216,0,0.6309847470000001,73y,0,0.476357741,3700.0,7,0,1,0,0.0
138870,1,1.584717608,43y,2,0.163472755,6000.0,5,0,0,0,1.0
3874,0,0.499807707,38y,0,0.288719785,6701.0,8,0,2,0,2.0
121132,0,0.0,23y,1,0.197667962,1800.0,3,0,0,0,0.0
24291,0,0.031999086,37y,0,0.237283692,11441.0,5,0,2,0,2.0
68414,0,0.1852183989999999,61y,1,0.118395637,8800.0,16,0,0,0,0.0
49240,0,0.036107572,68y,0,0.0226513179999999,2692.0,6,0,0,0,0.0
77684,0,0.026366271,36y,0,0.7139090309999999,4550.0,9,0,3,0,1.0
105491,0,0.9999999,32y,0,0.397867378,3000.0,4,0,1,0,0.0
93842,0,0.033424894,69y,0,0.009747563,4000.0,5,0,0,0,0.0
12176,1,1.007713184,43y,0,0.235135135,3699.0,6,0,1,0,0.0
25478,0,0.721329129,38y,0,0.828585707,2000.0,6,0,1,0,0.0
121714,0,0.625616606,56y,0,0.645435244,13658.0,17,0,2,0,0.0
65701,0,0.17552496,58y,0,0.217590239,3933.0,4,0,1,0,1.0
119280,0,0.005015388,76y,0,0.137899206,5416.0,17,0,1,0,0.0
67171,0,0.503874156,45y,0,0.535344676,5700.0,8,0,2,0,0.0
34103,0,0.054314137,47y,0,0.456129277,7920.0,18,0,2,0,3.0
55276,0,0.040223994,46y,0,0.380844156,9239.0,7,0,2,0,0.0
46400,0,0.022391288,75y,0,26.0,,2,0,0,0,0.0
76985,0,0.000945001,59y,1,0.414613242,14000.0,8,0,3,0,0.0
130535,0,0.064607522,60y,0,0.01019796,3333.0,3,0,0,0,0.0
37573,0,0.035666597,69y,1,0.282239254,3000.0,10,0,0,0,0.0
92210,0,0.038433184,57y,0,0.4742857139999999,4899.0,12,0,1,0,2.0
105524,0,0.125556729,51y,0,0.276314375,9300.0,11,0,2,0,2.0
53056,0,0.962869142,30y,1,0.28391888,3500.0,9,0,0,0,5.0
14155,0,0.925864223,59y,0,0.458705894,10400.0,12,0,1,1,1.0
115273,0,0.005564734,34y,0,0.686375321,3500.0,6,0,1,0,0.0
102380,0,0.632982269,32y,0,0.125174965,5000.0,4,0,0,0,0.0
22764,0,0.024982442,49y,0,0.6272493570000001,3500.0,6,0,0,0,3.0
135957,0,0.1501516269999999,63y,1,0.046590682,5000.0,5,0,0,0,1.0
41067,0,0.122967127,54y,0,0.284355566,8200.0,15,0,2,0,1.0
123021,0,0.0,60y,0,0.0,8200.0,4,0,0,0,0.0
46180,0,0.000297718,60y,0,1080.0,,9,0,2,0,0.0
33811,0,0.189567536,32y,0,0.8737502909999999,4300.0,8,0,2,0,2.0
96491,0,0.17270195,53y,0,0.1708346869999999,9236.0,8,0,1,0,0.0
13422,0,0.183517628,50y,0,0.553116769,3416.0,6,0,1,0,1.0
49989,0,0.009999813,70y,0,0.047696737,10419.0,8,0,0,0,0.0
6441,0,0.146462218,78y,0,446.0,,9,0,0,0,0.0
28114,0,0.1792096739999999,75y,0,0.179666085,4012.0,8,0,0,0,0.0
62061,0,0.703167753,65y,0,0.5890042289999999,2600.0,10,0,0,0,0.0
113457,0,0.110680742,62y,0,0.4087907939999999,5300.0,13,0,2,0,0.0
17719,0,0.079312648,59y,0,0.174122385,11422.0,10,0,1,0,0.0
54741,0,0.0112693939999999,63y,0,0.002085506,3835.0,10,0,0,0,0.0
91672,0,0.0174647489999999,67y,0,0.411311054,3500.0,10,0,1,0,0.0
51570,0,0.0224162929999999,50y,0,1906.0,,11,0,2,0,2.0
143766,0,0.0,69y,0,55.0,,2,0,0,0,0.0
44367,0,0.085625324,67y,0,0.386176632,3645.0,8,0,1,0,0.0
122129,0,0.5514753000000001,47y,0,0.4941064739999999,17900.0,20,0,2,0,3.0
43291,0,0.362228903,63y,0,0.163702593,4666.0,18,0,0,0,0.0
75575,0,0.963854529,36y,0,0.468562542,4500.0,5,0,1,0,1.0
74382,0,0.362941897,62y,0,1889.0,,16,0,1,0,0.0
93905,0,0.0547241459999999,65y,0,0.405382242,5833.0,5,0,1,0,1.0
83015,0,0.00440068,64y,0,4.953752182,1145.0,9,0,1,0,0.0
99681,0,0.580164737,66y,0,0.3555626289999999,6282.0,15,1,1,1,1.0
53929,0,0.0481796279999999,84y,1,0.009471433,3272.0,4,0,0,0,0.0
144243,1,0.0,56y,0,0.230843065,6250.0,4,0,1,0,1.0
15746,0,0.413716691,56y,0,2926.0,,13,0,1,0,0.0
72333,0,0.11519424,58y,0,0.460179968,11890.0,6,0,5,0,1.0
25416,0,0.0,82y,0,0.0,3598.0,4,0,0,0,0.0
4107,0,0.8911108240000001,30y,0,0.39347079,2909.0,9,0,0,0,0.0
68853,0,0.9999999,64y,0,0.170212766,4605.0,3,0,0,0,1.0
88704,0,0.227002425,37y,0,0.412067192,5833.0,13,0,2,0,1.0
118864,0,0.253422866,56y,0,0.51184251,3250.0,10,0,1,0,1.0
55534,0,0.903727571,30y,0,5993.0,,6,1,4,0,0.0
100335,0,0.323597818,55y,0,0.226846644,5333.0,16,0,0,0,0.0
20855,0,1.199714693,46y,1,1168.0,,12,0,0,0,0.0
80687,0,0.0,42y,0,0.082180635,4915.0,9,0,0,0,0.0
97720,0,0.630262458,42y,0,0.882008155,3923.0,8,0,1,0,3.0
51715,0,0.000311797,40y,0,0.340759783,3500.0,7,0,1,0,2.0
8725,0,0.008653608,47y,0,0.002570694,3500.0,4,0,0,0,2.0
146149,0,0.314037079,45y,0,1731.0,,11,0,1,0,0.0
140328,0,0.129700666,36y,0,0.471338793,5250.0,9,0,1,0,0.0
99118,0,0.179534305,48y,0,0.476733321,5350.0,15,0,1,0,1.0
36152,0,0.903378498,61y,0,0.320030407,2630.0,3,0,0,0,0.0
62854,1,0.9999999,53y,0,0.0,,2,1,0,3,0.0
125918,0,0.001194411,79y,0,1.0,,3,0,0,0,0.0
41973,0,0.29722828,53y,0,0.236157271,15946.0,9,0,2,0,1.0
30951,0,0.006807596,66y,0,0.003998934,3750.0,8,0,0,0,0.0
108589,0,0.0442534359999999,33y,0,31.0,,2,0,0,0,0.0
134040,0,0.108195877,60y,0,0.042139712,24750.0,12,0,1,0,0.0
17385,0,0.0066085519999999,72y,0,0.00179964,5000.0,3,0,0,0,0.0
50362,0,0.06277548,78y,1,0.097874529,5833.0,10,0,1,0,0.0
88339,0,0.0,33y,0,2887.0,,5,0,1,0,0.0
72816,0,0.44571346,47y,1,0.300791113,5940.0,6,0,1,0,2.0
87808,0,0.077541139,44y,0,2297.0,,10,0,2,0,0.0
85806,0,0.0,59y,0,913.0,,12,0,1,1,1.0
104431,0,0.031814027,49y,0,2690.0,,10,0,3,0,0.0
132494,0,0.02201642,40y,0,1821.0,,9,0,1,0,0.0
15019,0,0.9999999,37y,0,0.078159893,6716.0,1,0,0,0,2.0
62263,0,0.091876173,59y,0,0.048467724,4600.0,6,0,0,0,0.0
77804,0,0.331157692,43y,0,0.286285486,2500.0,7,0,0,1,3.0
82391,0,0.261076671,37y,1,0.401363766,10558.0,9,0,2,0,5.0
91847,0,0.625011412,51y,0,0.51913065,12100.0,15,0,1,0,1.0
136353,0,0.224858788,36y,0,0.1613394219999999,9854.0,6,0,1,0,0.0
113447,0,0.7118285440000001,35y,0,0.1725383919999999,3320.0,3,0,1,0,2.0
80976,0,0.7995400640000001,55y,0,0.511433099,13250.0,9,0,3,0,0.0
64047,0,0.000288882,81y,0,3071.0,,13,0,1,0,0.0
58831,0,0.89975358,43y,0,0.4026331139999999,12000.0,14,0,2,0,0.0
143811,0,0.205434406,50y,0,0.034003831,2087.0,3,0,0,0,0.0
90766,0,0.123109709,51y,0,0.0403998329999999,2400.0,6,0,0,0,0.0
24332,0,0.402223911,58y,0,0.8056190790000001,3060.0,2,0,1,0,0.0
146829,0,0.073734829,76y,0,0.005185681,5977.0,4,0,0,0,0.0
118982,1,1.135176651,51y,0,909.0,,7,0,1,1,0.0
82213,0,0.96950305,66y,0,0.754520167,2875.0,5,0,1,0,0.0
143508,0,0.9999999,60y,0,1246.0,,4,0,1,0,0.0
115085,0,0.030312516,63y,1,0.354935622,9319.0,8,0,2,0,0.0
34288,0,1.009685628,52y,4,0.6434070829999999,12338.0,17,0,2,1,1.0
98727,0,0.492155151,49y,0,0.089818306,5833.0,4,0,0,0,3.0
24597,0,0.980747349,28y,0,0.217005738,5750.0,16,0,0,1,0.0
113793,0,0.062888236,81y,0,0.353176366,2250.0,8,0,1,0,0.0
54186,0,0.745247427,44y,0,0.2438445189999999,8000.0,9,0,0,0,0.0
15848,0,0.001830564,59y,0,0.01611432,9866.0,9,0,0,0,0.0
96257,0,0.979010495,32y,0,0.075115611,8000.0,4,0,0,0,1.0
95790,0,0.469617042,59y,2,0.8261129009999999,8378.0,15,0,3,0,1.0
126116,0,0.519514747,28y,0,0.907209136,1400.0,11,0,1,0,0.0
139679,0,0.044830795,44y,0,3850.0,,7,0,2,0,0.0
82047,0,0.029742342,54y,0,5685.0,,14,0,3,0,0.0
121148,1,0.968004,43y,2,0.816411683,5751.0,12,11,5,1,0.0
85174,0,0.100551776,46y,0,0.225605115,6568.0,10,0,1,0,2.0
54423,0,0.6533793920000001,49y,0,0.7321522540000001,5700.0,9,0,2,0,0.0
130225,1,0.296209078,53y,0,0.438146463,4833.0,15,0,2,0,1.0
131748,0,0.9999999,74y,0,0.0,,0,0,0,0,
40551,0,0.103316277,58y,1,0.02498091,9166.0,2,0,0,0,4.0
4062,0,0.065250712,27y,0,0.340440165,1453.0,7,0,0,0,0.0
89583,0,0.724183877,39y,0,0.287549407,7083.0,5,0,1,0,0.0
92739,0,0.003950799,86y,0,0.002427878,7001.0,10,0,0,0,0.0
138318,0,0.007816423,69y,0,2045.0,,11,0,1,0,0.0
79220,0,0.002336405,72y,0,0.21563786,4859.0,11,0,0,0,0.0
105885,0,0.019249313,65y,0,0.0063974409999999,2500.0,5,0,0,0,0.0
3782,0,0.0,50y,0,0.0,,1,0,0,0,0.0
60991,0,5451.0,39y,0,0.7341947390000001,6500.0,4,0,1,0,1.0
141598,0,0.0076596419999999,76y,0,0.027479446,13500.0,13,0,0,0,0.0
75843,0,0.096112098,51y,1,0.421094732,8750.0,12,0,1,0,0.0
140360,0,0.0944035269999999,31y,0,0.014852899,3500.0,2,0,0,0,0.0
95442,0,0.834047415,56y,2,0.333597842,6300.0,12,0,1,1,2.0
88247,0,0.6759154940000001,61y,0,0.534071681,6500.0,12,0,1,0,0.0
107443,0,0.018880568,67y,0,0.8326620290000001,2730.0,12,0,2,0,0.0
59363,0,0.1395720859999999,38y,0,0.005331911,3750.0,1,0,0,0,0.0
115359,0,0.188026622,41y,1,0.261375478,5757.0,9,0,1,0,1.0
6332,0,0.950578489,30y,0,0.177842566,2400.0,5,0,0,0,0.0
80761,0,0.625553965,68y,1,0.783495534,7500.0,17,0,4,0,0.0
68474,0,0.082287387,70y,0,0.6913785920000001,2400.0,9,0,2,0,1.0
99111,0,0.02335805,51y,0,0.274742676,3788.0,6,0,1,0,0.0
36104,0,0.321632116,62y,1,0.317043741,3314.0,5,0,1,0,1.0
116996,1,0.40515552,52y,0,0.348275287,6000.0,7,0,2,1,0.0
124744,0,0.32389032,34y,0,0.330612245,5389.0,5,0,1,0,0.0
104428,1,0.985333926,56y,1,0.083991601,10000.0,11,0,0,1,0.0
88829,0,0.135626832,33y,1,0.398746456,6700.0,10,0,2,0,0.0
81122,0,0.315478075,63y,0,0.3703125,3839.0,5,0,1,0,0.0
50769,0,0.209333025,51y,0,0.085833254,10566.0,8,0,0,0,2.0
35664,0,0.0,28y,1,0.165933627,2500.0,6,0,0,0,0.0
96429,0,0.983450827,40y,0,2.383700178,1680.0,3,0,1,0,2.0
69467,0,0.5803056999999999,42y,2,0.604925279,4750.0,18,0,1,0,1.0
98211,0,0.130331557,68y,0,327.0,,8,0,0,0,0.0
54609,0,0.8393988059999999,36y,0,0.5050859999999999,5406.0,11,0,0,0,0.0
68407,0,0.212380602,40y,0,1.022795441,3333.0,9,0,2,0,1.0
25630,0,0.7284089490000001,64y,1,0.187562488,5000.0,8,0,0,0,0.0
127753,0,0.0050829,72y,0,0.283431823,4568.0,42,0,1,0,0.0
3067,0,0.265655598,36y,0,0.237817576,2400.0,4,0,0,0,0.0
112891,0,0.150835595,60y,0,0.397923875,2600.0,7,0,1,0,0.0
120770,0,0.022425494,68y,0,0.007492114,2535.0,3,0,0,0,0.0
89114,0,0.0,38y,0,0.318285801,6556.0,5,0,1,0,0.0
126166,0,0.003286224,70y,0,9.0,,7,0,0,0,0.0
137835,0,0.11019786,49y,1,0.27779266,11198.0,12,0,2,0,3.0
56336,0,0.0,70y,0,0.319810385,9070.0,9,0,2,0,0.0
52178,0,0.09918296,53y,0,0.263842471,11070.0,7,0,2,0,1.0
133757,0,0.069374644,77y,0,712.0,,7,0,1,0,0.0
47719,0,0.902853627,37y,0,0.388652837,4000.0,6,0,0,0,0.0
124146,0,0.6063513070000001,53y,0,0.451867539,5193.0,7,0,2,0,2.0
106877,0,0.30785664,56y,0,2.104934416,1600.0,4,0,2,0,2.0
77467,0,0.186002413,31y,0,0.2183397289999999,4950.0,12,0,0,0,1.0
69294,0,0.084613835,41y,0,137.0,,3,0,0,0,0.0
147194,0,0.204816054,68y,1,0.331638705,5900.0,22,0,0,0,0.0
133034,0,0.024401858,78y,0,0.016940708,4013.0,6,0,0,0,0.0
13175,0,0.036921462,39y,0,524.0,,12,0,0,0,0.0
54164,0,0.092889328,62y,0,0.5839853939999999,3833.0,9,0,1,0,0.0
11436,0,0.995500225,39y,0,1.05935153,5458.0,9,0,2,0,0.0
142066,0,0.590277268,66y,1,0.458756874,6000.0,9,0,1,0,0.0
28549,0,0.000244893,62y,0,0.147404505,8167.0,4,0,1,0,0.0
89087,0,0.432590675,43y,0,0.268229616,5800.0,8,0,1,0,2.0
1906,0,0.033934804,57y,0,5354.0,,9,0,2,0,4.0
88306,0,0.861428505,50y,0,0.515014224,9490.0,13,0,1,0,2.0
29079,0,0.9999999,47y,0,1970.0,,2,1,2,1,0.0
80765,0,0.9999999,46y,1,1717.0,,3,0,2,0,1.0
83906,0,0.028130323,47y,1,0.440568762,4500.0,4,0,2,0,0.0
95781,0,0.812182029,47y,1,0.155207504,11300.0,8,0,0,1,0.0
11934,0,0.327018472,37y,0,0.402519496,5000.0,9,0,1,0,0.0
4104,0,0.105948561,31y,0,68.0,,2,0,0,0,0.0
115633,0,0.072522035,45y,1,0.455691001,7300.0,12,0,1,0,2.0
106434,0,0.805913153,44y,0,0.075205496,8150.0,3,0,0,0,3.0
130284,0,0.025979062,49y,0,0.178901758,12000.0,11,0,2,0,3.0
85429,0,0.002367798,60y,2,0.185890705,20000.0,7,0,1,0,1.0
73459,0,0.9999999,43y,0,0.0,1500.0,0,0,0,0,1.0
41794,0,0.520958084,25y,0,0.205517793,2500.0,3,0,0,0,0.0
69101,0,0.971005799,35y,0,0.568989386,6500.0,8,0,2,0,2.0
57935,0,0.204738957,39y,0,408.0,,5,0,0,0,0.0
69403,0,0.43995307,75y,0,0.396254024,3416.0,12,0,0,0,1.0
2656,0,0.02699775,50y,0,1486.0,,5,0,1,0,2.0
50655,0,0.386669145,67y,0,2230.0,,10,0,1,0,0.0
9671,0,0.170889081,44y,0,0.632436756,10000.0,10,0,1,0,1.0
59420,0,0.386479384,32y,0,0.5046238439999999,4000.0,9,0,2,0,1.0
78755,0,0.0,62y,3,1.144131672,6500.0,8,0,2,0,0.0
37013,0,0.115213044,33y,0,0.29387298,6250.0,2,0,1,0,0.0
134128,0,0.9999999,45y,0,0.032428927,9250.0,1,0,0,0,2.0
83614,0,0.034847384,54y,0,0.206420154,7382.0,6,0,1,0,0.0
86561,0,0.946829617,54y,2,0.389337075,2850.0,16,0,0,0,1.0
40681,0,0.622072058,33y,0,0.263067695,2333.0,5,0,0,0,0.0
140888,0,0.329711221,62y,1,0.881365417,3573.0,7,0,3,0,0.0
13189,0,0.009648599,85y,0,33.0,,7,0,0,0,0.0
134067,0,0.007905511,62y,0,12.0,0.0,6,0,0,0,0.0
74971,0,0.3214261089999999,47y,0,0.020656858,6728.0,2,0,0,0,3.0
96020,0,0.010318025,51y,0,0.5151469710000001,6667.0,6,0,2,0,5.0
98698,1,0.102965545,58y,2,110.0,,4,0,0,0,0.0
65948,0,0.006049698,73y,0,1076.0,,5,0,1,0,0.0
86367,0,0.025899814,62y,0,0.006282935,4933.0,4,0,0,0,0.0
69295,0,0.04819518,73y,0,0.003647733,3837.0,1,0,0,0,0.0
125969,0,0.008571173,36y,0,481.0,,4,0,0,0,0.0
108720,0,0.9999999,54y,0,0.094072648,40000.0,7,0,1,0,0.0
107721,0,0.619680527,26y,1,0.140752434,3800.0,5,0,0,0,0.0
145609,0,0.322733863,42y,0,1511.0,,9,0,1,0,0.0
111082,0,0.181714611,38y,0,965.0,0.0,14,0,0,1,2.0
140284,1,1.003097719,33y,0,1.179487179,2300.0,17,0,2,0,1.0
50163,0,0.263466906,79y,0,0.379946445,3360.0,16,0,1,0,0.0
106708,0,0.0084316269999999,60y,0,761.0,,4,0,1,0,0.0
125620,0,0.051319118,39y,1,0.1988802989999999,3750.0,7,0,0,0,1.0
81829,0,0.241019184,38y,0,0.241939515,4000.0,8,0,0,0,1.0
83811,0,0.290194415,47y,0,2254.0,,4,0,2,0,0.0
77058,1,0.592657876,43y,0,0.313668633,10000.0,6,0,1,0,5.0
88601,0,0.328233588,55y,0,3223.0,,8,0,2,0,0.0
137754,0,0.412467254,59y,0,0.675945893,5100.0,4,0,1,0,0.0
5847,0,0.9005215990000001,46y,0,0.637368074,6063.0,9,0,1,0,0.0
12097,0,0.0,51y,0,1126.0,,7,0,1,0,0.0
94620,0,0.220717458,44y,0,0.238657962,12100.0,11,0,2,0,4.0
112104,0,0.032520325,46y,0,0.260836958,6666.0,5,0,2,0,0.0
6172,0,0.012872877,49y,0,0.000734682,20416.0,4,0,0,0,0.0
47164,0,0.6952174640000001,28y,0,0.086368366,3843.0,4,0,0,0,1.0
7688,0,0.0,57y,0,0.561218335,3315.0,20,0,2,0,0.0
74321,0,0.0609757879999999,61y,0,0.020847231,5995.0,6,0,0,0,1.0
19521,0,0.23072736,60y,0,0.154473554,8091.0,16,0,1,0,0.0
20080,0,0.223835057,53y,0,0.183881612,10000.0,11,0,1,0,0.0
3060,0,0.078344305,52y,0,0.529290429,9695.0,11,0,3,0,1.0
127143,0,0.021731597,90y,0,13.0,,7,0,0,0,0.0
11140,0,0.229214682,57y,3,0.494238982,12410.0,26,0,2,0,1.0
50658,1,0.04844843,68y,0,0.071964018,7336.0,14,0,0,0,0.0
54418,0,0.16169187,63y,0,5.877805486000001,400.0,11,0,1,0,1.0
55341,0,0.617684541,37y,0,0.5860827829999999,5000.0,5,0,2,0,0.0
96921,0,0.9999999,31y,0,0.288177956,4000.0,4,0,0,0,0.0
52623,0,0.029573765,67y,0,0.081042485,2800.0,7,0,1,0,0.0
122544,0,0.289967426,53y,0,0.245311024,7410.0,15,0,1,0,0.0
44138,0,0.72379969,60y,0,0.6398984289999999,6300.0,13,0,1,0,0.0
136325,1,0.9999999,35y,0,0.145849617,6396.0,5,2,0,1,4.0
6615,0,0.210924317,57y,1,0.340443767,10500.0,7,0,2,0,1.0
113714,0,0.333989604,64y,0,0.416111541,6454.0,9,0,1,0,0.0
115817,0,0.203653284,50y,1,3247.0,,6,0,2,0,0.0
131277,1,0.8055342040000001,57y,0,0.342270771,3020.0,13,1,1,0,0.0
33100,0,0.0173645919999999,64y,0,2530.0,,11,0,3,0,1.0
38348,0,0.019518146,53y,0,0.486982115,4416.0,8,0,1,0,0.0
119123,0,0.130124658,63y,0,0.007482905,7750.0,3,0,0,0,0.0
122123,0,0.236813421,32y,0,0.0862268519999999,1727.0,3,0,0,0,0.0
82709,0,0.006025767,64y,0,0.496821991,24700.0,22,0,5,0,1.0
57037,0,0.506828181,57y,0,1.931216931,1700.0,7,0,2,0,0.0
7616,0,0.014734611,54y,2,1.12395868,3000.0,18,0,1,0,1.0
83478,0,0.5932534429999999,56y,0,3757.0,,33,0,1,0,3.0
136355,0,0.021532752,60y,1,0.299112376,5970.0,18,0,3,0,0.0
18463,0,0.0,35y,0,0.343172546,4166.0,4,0,1,0,0.0
119234,0,0.072106469,47y,0,0.7020933979999999,1862.0,5,0,1,0,4.0
88334,0,0.285818136,29y,1,0.092903668,2916.0,6,0,0,0,0.0
113181,0,0.9999999,30y,0,58.0,,0,5,0,1,0.0
95528,0,0.980667472,52y,0,1.359276018,1104.0,6,0,0,0,0.0
121237,0,0.027678242,85y,0,0.736300333,3302.0,20,0,3,0,0.0
7612,0,0.055366767,59y,0,0.286428393,4000.0,15,0,1,0,0.0
33857,0,0.0033311129999999,36y,0,0.145108534,3362.0,4,0,0,0,1.0
86392,0,0.144668886,66y,0,0.1079103019999999,23500.0,7,0,1,0,2.0
83760,0,0.136271838,70y,0,0.17435958,8470.0,14,1,1,0,0.0
45163,0,0.2482317939999999,38y,0,6.364392679,600.0,8,0,2,0,2.0
91301,0,0.048954073,72y,0,0.01555001,5208.0,7,0,0,0,0.0
33345,0,0.143716097,70y,0,0.018672795,3480.0,1,0,0,0,0.0
14033,0,0.13437337,47y,0,0.2077914569999999,17300.0,6,0,2,0,4.0
149070,0,0.490772195,30y,0,0.302332626,3300.0,10,0,0,0,0.0
13974,1,1.03379662,60y,1,2.646128226,1200.0,5,1,3,2,2.0
38634,0,0.089164334,27y,0,0.099984003,6250.0,7,0,0,0,0.0
135512,1,0.46645449,33y,0,0.935532234,2000.0,12,0,1,0,0.0
133248,0,0.523225161,32y,1,0.172942353,3000.0,4,0,0,0,0.0
125556,0,0.01210543,63y,0,0.007037981,8240.0,13,0,0,0,0.0
138524,0,0.020562299,53y,0,0.265697907,7500.0,13,0,1,0,0.0
53770,0,0.329978982,59y,1,1.210627401,1561.0,13,0,0,0,0.0
53458,1,0.9999999,36y,0,0.112864658,4181.0,1,4,0,1,0.0
112591,1,0.578269597,61y,0,0.203479178,5690.0,13,0,2,0,0.0
11193,0,1.784053156,26y,2,0.141130466,2812.0,2,0,0,0,1.0
56948,0,0.0,89y,0,22.0,,1,0,0,0,
104657,0,0.263982401,43y,0,0.244918361,3000.0,6,0,0,0,0.0
92319,0,0.0,84y,2,5.0,,4,1,0,1,0.0
99599,0,0.036035708,55y,0,1219.0,,8,0,1,0,2.0
88388,0,0.023411295,73y,0,0.053537825,10627.0,13,0,1,0,0.0
142155,0,0.066763317,70y,0,0.700729927,958.0,9,0,0,0,0.0
55031,0,0.0,40y,0,0.4071606989999999,1200.0,3,0,0,0,0.0
145478,0,0.1575713769999999,50y,0,1698.0,,5,0,2,0,3.0
23422,0,0.9999999,40y,0,0.367477834,5300.0,3,0,1,0,1.0
10118,1,0.9999999,31y,0,0.017414766,4076.0,1,0,0,0,0.0
63662,0,0.204178692,76y,0,0.045986861,3500.0,6,0,0,0,0.0
94255,0,0.560273573,45y,1,0.340528239,14500.0,16,0,2,0,2.0
124325,0,0.098806085,63y,0,0.218915568,8870.0,8,0,1,0,1.0
44498,0,0.030804578,39y,0,0.090781844,5000.0,5,0,0,0,2.0
138973,0,0.188878236,57y,0,0.194126224,4800.0,6,0,1,0,0.0
124302,0,0.166904033,63y,0,0.227678966,11300.0,7,0,1,0,1.0
74311,0,1.002135521,52y,0,0.503748126,2000.0,4,0,0,0,0.0
67709,0,0.731199423,33y,0,0.413445058,5250.0,9,0,2,0,0.0
29010,0,0.589632784,38y,0,0.133564888,6333.0,4,0,0,0,3.0
127307,0,0.008469441,56y,0,0.02188392,1050.0,11,0,0,0,1.0
63298,0,0.121637871,64y,0,0.3510266489999999,4577.0,7,0,1,0,0.0
35351,0,0.235529386,48y,0,1785.0,,9,0,2,0,0.0
56598,0,0.624279015,42y,0,0.410716064,10040.0,17,0,2,0,2.0
95508,0,0.929762809,62y,1,5850.0,,6,0,3,1,0.0
92899,0,0.938826467,57y,0,0.0612213509999999,6500.0,3,0,0,0,0.0
98310,0,0.0,56y,0,0.0,,2,0,0,1,0.0
36939,0,0.9999999,31y,0,0.0013495279999999,8150.0,0,3,0,0,0.0
110554,0,0.162346359,58y,0,169.0,,8,0,0,0,0.0
80356,0,0.029138857,57y,0,0.317905355,6740.0,6,0,1,0,0.0
1049,0,0.1128202109999999,81y,0,0.312868713,10000.0,6,0,1,0,0.0
16595,0,0.999939672,39y,0,0.567143831,4400.0,5,0,1,0,1.0
147317,0,0.044209409,56y,0,2901.0,,15,0,2,0,0.0
109617,1,0.426859585,55y,0,0.476976151,6666.0,14,0,2,0,1.0
5232,0,0.3070461969999999,28y,0,0.094704847,6250.0,7,0,0,0,0.0
